timestamp,node_id,send_receive,create_time,receive_time,packet
25.544433,28,receive,25.544340963616428,25.544433374552785,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,254], 'gui': 20, 'role': <Roles.ROOT: 1>, 'addr': [1,254], 'hop_count': 0, 'pos': (496.9349269253817, 512.6478805808823), 'networks': set(), 'ttl': 15, 'parent': None, 'root_addr': [1,254], 'create_time': 25.544340963616428, 'receive_time': 25.544433374552785}"
25.544433,28,send,25.544433374552785,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.544433374552785}"
25.544496,36,receive,25.544433374552785,25.54449590362494,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.544433374552785, 'receive_time': 25.54449590362494}"
25.544509,27,receive,25.544433374552785,25.544508766282092,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.544433374552785, 'receive_time': 25.544508766282092}"
25.544511,29,receive,25.544433374552785,25.544511016573573,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.544433374552785, 'receive_time': 25.544511016573573}"
25.544526,20,receive,25.544433374552785,25.544525785489142,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.544433374552785, 'receive_time': 25.544525785489142}"
25.544526,20,send,25.544525785489142,-1,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,254], 'gui': 20, 'role': <Roles.ROOT: 1>, 'addr': [1,254], 'hop_count': 0, 'pos': (496.9349269253817, 512.6478805808823), 'networks': set(), 'ttl': 15, 'parent': None, 'root_addr': [1,254], 'create_time': 25.544525785489142}"
25.544598,29,receive,25.544525785489142,25.54459832777861,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,254], 'gui': 20, 'role': <Roles.ROOT: 1>, 'addr': [1,254], 'hop_count': 0, 'pos': (496.9349269253817, 512.6478805808823), 'networks': set(), 'ttl': 15, 'parent': None, 'root_addr': [1,254], 'create_time': 25.544525785489142, 'receive_time': 25.54459832777861}"
25.544615,19,receive,25.544525785489142,25.54461493067408,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,254], 'gui': 20, 'role': <Roles.ROOT: 1>, 'addr': [1,254], 'hop_count': 0, 'pos': (496.9349269253817, 512.6478805808823), 'networks': set(), 'ttl': 15, 'parent': None, 'root_addr': [1,254], 'create_time': 25.544525785489142, 'receive_time': 25.54461493067408}"
25.544618,28,receive,25.544525785489142,25.5446181964255,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,254], 'gui': 20, 'role': <Roles.ROOT: 1>, 'addr': [1,254], 'hop_count': 0, 'pos': (496.9349269253817, 512.6478805808823), 'networks': set(), 'ttl': 15, 'parent': None, 'root_addr': [1,254], 'create_time': 25.544525785489142, 'receive_time': 25.5446181964255}"
25.599135,31,send,25.599135310160353,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.599135310160353}"
25.624833,27,send,25.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.62483328403153}"
25.624909,28,receive,25.62483328403153,25.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.62483328403153, 'receive_time': 25.62490867576084}"
25.624918,19,receive,25.62483328403153,25.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.62483328403153, 'receive_time': 25.624918091980163}"
25.631299,24,send,25.63129909817649,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 25.63129909817649}"
26.266957,0,send,26.266957063090896,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.266957063090896}"
26.599135,31,send,26.599135310160353,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.599135310160353}"
26.624833,27,send,26.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.62483328403153}"
26.624909,28,receive,26.62483328403153,26.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.62483328403153, 'receive_time': 26.62490867576084}"
26.624918,19,receive,26.62483328403153,26.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.62483328403153, 'receive_time': 26.624918091980163}"
26.631299,24,send,26.63129909817649,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 26.63129909817649}"
27.266957,0,send,27.266957063090896,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.266957063090896}"
27.599135,31,send,27.599135310160353,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.599135310160353}"
27.624833,27,send,27.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.62483328403153}"
27.624909,28,receive,27.62483328403153,27.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.62483328403153, 'receive_time': 27.62490867576084}"
27.624918,19,receive,27.62483328403153,27.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.62483328403153, 'receive_time': 27.624918091980163}"
27.631299,24,send,27.63129909817649,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 27.63129909817649}"
28.266957,0,send,28.266957063090896,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 28.266957063090896}"
28.624833,27,send,28.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 28.62483328403153}"
28.624909,28,receive,28.62483328403153,28.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 28.62483328403153, 'receive_time': 28.62490867576084}"
28.624918,19,receive,28.62483328403153,28.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 28.62483328403153, 'receive_time': 28.624918091980163}"
28.631299,24,send,28.63129909817649,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 28.63129909817649}"
29.266957,0,send,29.266957063090896,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 29.266957063090896}"
29.624833,27,send,29.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 29.62483328403153}"
29.624909,28,receive,29.62483328403153,29.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 29.62483328403153, 'receive_time': 29.62490867576084}"
29.624918,19,receive,29.62483328403153,29.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 29.62483328403153, 'receive_time': 29.624918091980163}"
30.624833,27,send,30.62483328403153,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 30.62483328403153}"
30.624909,28,receive,30.62483328403153,30.62490867576084,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 30.62483328403153, 'receive_time': 30.62490867576084}"
30.624918,19,receive,30.62483328403153,30.624918091980163,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 30.62483328403153, 'receive_time': 30.624918091980163}"
31.223635,33,send,31.223634580269998,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 31.223634580269998}"
31.445241,19,send,31.445240958053443,-1,"{'dest': [1,254], 'type': 'JOIN_REQUEST', 'gui': 19, 'ttl': 1, 'create_time': 31.445240958053443}"
31.445330,20,receive,31.445240958053443,31.44533010323838,"{'dest': [1,254], 'type': 'JOIN_REQUEST', 'gui': 19, 'ttl': 1, 'create_time': 31.445240958053443, 'receive_time': 31.44533010323838}"
31.445330,20,send,31.44533010323838,-1,"{'dest': [255,255], 'type': 'JOIN_REPLY', 'source': [1,254], 'gui': 20, 'dest_gui': 19, 'addr': [1,1], 'root_addr': [1,254], 'hop_count': 1, 'ttl': 1, 'create_time': 31.44533010323838}"
31.445403,29,receive,31.44533010323838,31.445402645527846,"{'dest': [255,255], 'type': 'JOIN_REPLY', 'source': [1,254], 'gui': 20, 'dest_gui': 19, 'addr': [1,1], 'root_addr': [1,254], 'hop_count': 1, 'ttl': 1, 'create_time': 31.44533010323838, 'receive_time': 31.445402645527846}"
31.445419,19,receive,31.44533010323838,31.445419248423317,"{'dest': [255,255], 'type': 'JOIN_REPLY', 'source': [1,254], 'gui': 20, 'dest_gui': 19, 'addr': [1,1], 'root_addr': [1,254], 'hop_count': 1, 'ttl': 1, 'create_time': 31.44533010323838, 'receive_time': 31.445419248423317}"
31.445419,19,send,31.445419248423317,-1,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.UNREGISTERED: 5>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.445419248423317}"
31.445419,19,send,31.445419248423317,-1,"{'dest': [1,254], 'type': 'JOIN_ACK', 'source': [1,1], 'gui': 19, 'ttl': 0, 'next_hop': [1,254], 'routed_type': 'Neighbors Table', 'hop_trace': [([1,1], 31.445419248423317)], 'create_time': 31.445419248423317}"
31.445423,28,receive,31.44533010323838,31.445422514174737,"{'dest': [255,255], 'type': 'JOIN_REPLY', 'source': [1,254], 'gui': 20, 'dest_gui': 19, 'addr': [1,1], 'root_addr': [1,254], 'hop_count': 1, 'ttl': 1, 'create_time': 31.44533010323838, 'receive_time': 31.445422514174737}"
31.445504,27,receive,31.445419248423317,31.44550405637195,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.UNREGISTERED: 5>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.445419248423317, 'receive_time': 31.44550405637195}"
31.445504,27,send,31.44550405637195,-1,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 31.44550405637195}"
31.445508,20,receive,31.445419248423317,31.445508393608254,"{'dest': [255,255], 'type': 'HEART_BEAT', 'source': [1,1], 'gui': 19, 'role': <Roles.UNREGISTERED: 5>, 'addr': [1,1], 'hop_count': 1, 'pos': (473.8688070418179, 426.5385424616418), 'networks': set(), 'ttl': 15, 'parent': 20, 'create_time': 31.445419248423317, 'receive_time': 31.445508393608254}"
31.445508,20,receive,31.445419248423317,31.445508393608254,"{'dest': [1,254], 'type': 'JOIN_ACK', 'source': [1,1], 'gui': 19, 'ttl': 0, 'next_hop': [1,254], 'routed_type': 'Neighbors Table', 'hop_trace': [([1,1], 31.445419248423317)], 'create_time': 31.445419248423317, 'receive_time': 31.445508393608254}"
