timestamp,node_id,log_text
204.976330,20,"Node #20 [ 204.97633] 20.[10,254] Sending NETWORK_UPDATE to [1,254] through 29.[1,254] (selected by Neighbors Table)"
208.965184,46,"Node #46 [ 208.96518] Sent Join Request to [11,254]"
208.965276,37,Node #37 [ 208.96528] Sent Join Reply to: 46
208.965368,46,"Node #46 [ 208.96537] Heard Join Reply from: [11,254]"
208.965368,46,"Node #46 [ 208.96537] 46.[11,2] Sending JOIN_ACK to [11,254] through 37.[11,254] (selected by Neighbors Table)"
209.320578,38,"Node #38 [ 209.32058] Heard ROUTER_REQUEST from: [2,254]"
209.320644,30,"Node #30 [ 209.32064] Heard ROUTER_REPLY from: [4,254]"
209.320711,38,"Node #38 [ 209.32071] ADDRESS RENEW: [2,254] -> [4,1]"
209.320714,29,"Node #29 [ 209.32071] ADDRESS RENEW: [2,254] -> [4,1]"
209.320714,29,Node #29 [ 209.32071] Removing 29 from my assigned node ids.
209.320738,22,"Node #22 [ 209.32074] ADDRESS RENEW: [2,254] -> [4,1]"
209.320740,37,"Node #37 [ 209.32074] ADDRESS RENEW: [2,254] -> [4,1]"
213.560038,7,"Node #7  [ 213.56004] Sent Join Request to [9,1]"
213.560120,15,Node #15 [ 213.56012] Heard Join Request from 7
213.560120,15,"Node #15 [ 213.56012] 15.[9,1] Sending NETWORK_REQUEST to [1,254] through 22.[9,254] (selected by Parent)"
213.560218,22,"Node #22 [ 213.56022] 22.[9,254] Sending NETWORK_REQUEST to [1,254] through 21.[3,254] (selected by Parent)"
213.560294,21,"Node #21 [ 213.56029] 21.[3,254] Sending NETWORK_REQUEST to [1,254] through 29.[1,254] (selected by Neighbors Table)"
213.560351,29,"Node #29 [ 213.56035] Sent network reply to [9,1]"
213.560351,29,"Node #29 [ 213.56035] 29.[1,254] Sending NETWORK_REPLY to [9,1] through 21.[3,254] (selected by Networking Table)"
213.560407,21,"Node #21 [ 213.56041] 21.[3,254] Sending NETWORK_REPLY to [9,1] through 22.[9,254] (selected by Neighbor Network)"
213.560484,22,"Node #22 [ 213.56048] 22.[9,254] Sending NETWORK_REPLY to [9,1] through 15.[9,1] (selected by Neighbors Table)"
213.560581,15,"Node #15 [ 213.56058] 15.[14,254] Sending NETWORK_UPDATE to [1,254] through 22.[9,254] (selected by Parent)"
213.560581,15,Node #15 [ 213.56058] Sent Join Reply to: 7
213.560643,23,"Node #23 [ 213.56064] ADDRESS RENEW: [9,1] -> [14,254]"
213.560664,7,"Node #7  [ 213.56066] ADDRESS RENEW: [9,1] -> [14,254]"
213.560664,7,"Node #7  [ 213.56066] Heard Join Reply from: [14,254]"
213.560664,7,"Node #7  [ 213.56066] 7.[14,1] Sending JOIN_ACK to [14,254] through 15.[14,254] (selected by Neighbors Table)"
213.560671,14,"Node #14 [ 213.56067] ADDRESS RENEW: [9,1] -> [14,254]"
213.560679,22,"Node #22 [ 213.56068] ADDRESS RENEW: [9,1] -> [14,254]"
213.560679,22,Node #22 [ 213.56068] Removing 15 from my assigned node ids.
213.560679,22,"Node #22 [ 213.56068] 22.[9,254] Sending NETWORK_UPDATE to [1,254] through 21.[3,254] (selected by Parent)"
