timestamp,node_id,event,event_details
43.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 43.57839341154476}"
43.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 43.98278769061715}"
44.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.06793381021264}"
44.116942,25,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.1169418689049}"
44.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.175284501527116}"
44.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.38965654813561}"
44.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.398767544788996}"
44.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.40192524560643}"
44.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.57839341154476}"
44.770924,20,ARRIVAL,NONE
44.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 44.98278769061715}"
45.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.06793381021264}"
45.116942,25,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.1169418689049}"
45.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.175284501527116}"
45.280633,35,ARRIVAL,NONE
45.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.38965654813561}"
45.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.398767544788996}"
45.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.40192524560643}"
45.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.57839341154476}"
45.770924,20,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.770924264285064}"
45.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 45.98278769061715}"
46.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.06793381021264}"
46.116942,25,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.1169418689049}"
46.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.175284501527116}"
46.280633,35,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.28063283606021}"
46.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.38965654813561}"
46.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.398767544788996}"
46.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.40192524560643}"
46.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.57839341154476}"
46.770924,20,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.770924264285064}"
46.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 46.98278769061715}"
47.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.06793381021264}"
47.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.175284501527116}"
47.280633,35,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.28063283606021}"
47.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.38965654813561}"
47.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.398767544788996}"
47.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.40192524560643}"
47.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.57839341154476}"
47.770924,20,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.770924264285064}"
47.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 47.98278769061715}"
48.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.06793381021264}"
48.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.175284501527116}"
48.280633,35,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.28063283606021}"
48.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.38965654813561}"
48.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.398767544788996}"
48.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.40192524560643}"
48.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.57839341154476}"
48.770924,20,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.770924264285064}"
48.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 48.98278769061715}"
49.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.06793381021264}"
49.175285,41,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.175284501527116}"
49.280633,35,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.28063283606021}"
49.389657,32,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.38965654813561}"
49.398768,11,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.398767544788996}"
49.401925,47,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.40192524560643}"
49.578393,0,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.57839341154476}"
49.770924,20,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.770924264285064}"
49.897798,22,ARRIVAL,NONE
49.982788,13,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 49.98278769061715}"
50.067934,26,PACKET_SENT,"{'dest': [255,255], 'type': 'PROBE', 'ttl': 1, 'create_time': 50.06793381021264}"
