source_id,target_id,distance
7,38,321.514034
7,39,296.872424
7,40,594.878221
7,41,577.166196
7,42,519.404596
7,43,432.081576
7,44,425.326342
7,45,393.147812
7,46,380.913942
7,47,397.833987
7,48,677.881792
7,49,615.600553
8,9,84.257165
8,10,181.245397
8,11,247.297855
8,12,317.978109
8,13,393.272636
8,14,437.190642
8,15,524.190486
8,16,52.447957
8,17,107.979351
8,18,165.842216
8,19,260.591464
8,20,312.247188
8,21,380.813370
8,22,476.256056
8,23,553.594800
8,24,119.953511
8,25,144.328428
8,26,226.332836
8,27,298.776209
8,28,379.617168
8,29,440.767921
8,30,467.530268
8,31,585.402764
8,32,187.269077
8,33,222.759262
8,34,280.664780
8,35,334.402710
8,36,372.838120
8,37,442.328591
8,38,532.864023
8,39,611.862781
8,40,264.921708
8,41,298.156189
8,42,355.727777
8,43,386.587189
8,44,472.163900
8,45,520.112406
8,46,557.940110
8,47,642.933736
8,48,371.236024
8,49,389.096373
9,10,101.125456
9,11,163.179760
9,12,234.103880
9,13,309.660367
9,14,353.919801
9,15,441.664483
9,16,107.571298
9,17,98.493621
9,18,111.960885
9,19,187.456612
9,20,239.870236
9,21,304.831925
9,22,396.393570
9,23,475.005436
9,24,158.114540
9,25,130.159051
9,26,177.561528
9,27,239.892289
9,28,312.799943
9,29,369.635250
9,30,393.795829
9,31,510.295914
9,32,207.335785
9,33,205.871108
9,34,255.381618
9,35,285.528978
9,36,315.800698
9,37,380.640524
9,38,468.308791
9,39,541.772688
9,40,276.413422
9,41,298.800533
9,42,334.193834
9,43,343.788508
9,44,424.151680
9,45,464.939821
9,46,499.290391
9,47,581.373475
9,48,388.112402
9,49,387.141989
10,11,76.819912
10,12,141.410807
10,13,214.527971
10,14,257.323214
10,15,343.238462
10,16,186.851222
10,17,133.177830
10,18,75.297530
10,19,90.483355
10,20,142.067878
10,21,204.168953
10,22,295.585305
10,23,373.921675
10,24,211.511807
10,25,141.199247
10,26,120.601847
10,27,158.066135
10,28,218.597623
10,29,271.242661
10,30,293.808933
10,31,409.587776
10,32,232.419461
10,33,187.841330
10,34,217.550869
10,35,213.359052
10,36,231.931321
10,37,290.019645
10,38,374.028457
10,39,443.245142
10,40,281.248484
10,41,288.172746
10,42,292.949516
10,43,275.566927
10,44,346.781376
10,45,379.207534
10,46,409.788272
10,47,488.667732
10,48,389.608270
10,49,366.106681
11,12,71.363342
11,13,147.295561
11,14,192.234994
11,15,281.403347
11,16,260.321611
11,17,209.997529
11,18,147.014213
11,19,98.280092
11,20,132.135567
11,21,170.968866
11,22,244.218276
11,23,324.875296
11,24,288.299262
11,25,216.331686
11,26,173.494195
11,27,179.512335
11,28,209.710935
11,29,246.222798
11,30,260.656892
11,31,368.853067
11,32,307.096539
11,33,252.964746
11,34,271.208983
11,35,239.929042
11,36,241.639948
11,37,284.116483
11,38,356.935224
11,39,412.659656
11,40,350.218842
11,41,351.496356
11,42,340.132105
11,43,301.555715
11,44,358.681566
11,45,378.104134
11,46,401.395330
11,47,472.352113
11,48,455.193075
11,49,422.363570
12,13,75.942321
12,14,121.019544
12,15,210.564409
12,16,328.120445
12,17,271.725169
12,18,200.807547
12,19,115.711281
12,20,119.771820
12,21,125.846058
12,22,178.616506
12,23,259.269893
12,24,350.101331
12,25,271.881188
12,26,207.784817
12,27,185.700393
12,28,183.363770
12,29,201.586859
12,30,208.179374
12,31,307.746982
12,32,359.907862
12,33,293.437220
12,34,298.470200
12,35,243.463540
12,36,229.369513
12,37,254.214258
12,38,314.007296
12,39,357.859145
12,40,392.717551
12,41,386.520946
12,42,357.589855
12,43,300.078810
12,44,341.221458
12,45,348.189486
12,46,364.450790
12,47,427.343758
12,48,491.137747
12,49,447.275710
13,14,45.415756
13,15,135.430237
13,16,401.207890
13,17,340.924117
13,18,266.489029
13,19,167.912417
13,20,147.626760
13,21,111.250592
13,22,115.267987
13,23,192.948829
13,24,418.528624
13,25,336.774797
13,26,260.162668
13,27,217.805394
13,28,182.072354
13,29,173.042073
13,30,166.704057
13,31,247.567863
13,32,421.189347
13,33,346.443878
13,34,340.385473
13,35,267.259520
13,36,238.392103
13,37,240.463110
13,38,279.634749
13,39,305.699263
13,40,444.910833
13,41,432.370803
13,42,388.351380
13,43,314.998973
13,44,336.771460
13,45,328.844682
13,46,335.779153
13,47,386.638200
13,48,535.853540
13,49,482.538907
14,15,90.041146
14,16,443.351939
14,17,380.791800
14,18,304.970966
14,19,202.553061
14,20,173.204256
14,21,119.427457
14,22,81.624333
14,23,153.168088
14,24,457.601533
14,25,374.215060
14,26,292.067533
14,27,240.949158
14,28,189.329959
14,29,163.464864
14,30,148.071524
14,31,211.351616
14,32,456.014802
14,33,377.304733
14,34,365.324429
14,35,284.130268
14,36,248.182411
14,37,236.465438
14,38,260.656457
14,39,274.087785
14,40,474.360815
14,41,458.325220
14,42,406.335066
14,43,325.481064
14,44,335.269154
14,45,318.318111
14,46,319.143636
14,47,361.389093
14,48,560.325315
14,49,501.953409
15,16,527.322946
15,17,461.395044
15,18,384.208699
15,19,278.822046
15,20,239.697258
15,21,171.320209
15,22,72.437778
15,23,88.053265
15,24,536.390788
15,25,451.043134
15,26,361.821508
15,27,299.657723
15,28,228.038459
15,29,176.909084
15,30,146.375276
15,31,151.319849
15,32,527.757589
15,33,443.610318
15,34,422.244494
15,35,330.785900
15,36,285.366352
15,37,250.086010
15,38,240.776006
15,39,222.356074
15,40,536.836406
15,41,515.058703
15,42,450.393054
15,43,359.273798
15,44,346.501290
15,45,312.488704
15,46,300.273766
15,47,320.990272
15,48,613.028395
15,49,546.486346
16,17,76.636705
16,18,149.868413
16,19,253.478059
16,20,302.628086
16,21,373.922555
16,22,473.961227
16,23,548.511293
16,24,67.526894
16,25,108.010882
16,26,201.633921
16,27,277.755395
16,28,363.031114
16,29,427.379936
16,30,456.680345
16,31,575.165433
16,32,135.868141
16,33,181.465338
16,34,240.934120
16,35,305.570512
16,36,348.573359
16,37,420.399206
16,38,512.260689
16,39,595.770619
16,40,213.983953
16,41,249.120181
16,42,312.887791
16,43,353.132458
16,44,440.505090
16,45,492.502789
16,46,532.449688
16,47,619.041397
16,48,319.121334
16,49,339.861381
17,18,77.627779
17,19,183.494553
17,20,230.161750
17,21,302.281104
17,22,404.430689
17,23,476.877490
17,24,78.506418
17,25,36.929747
17,26,125.001704
17,27,201.308123
17,28,287.254496
17,29,352.384762
17,30,382.560474
17,31,500.959154
17,32,110.399481
17,33,116.511666
17,34,173.104558
17,35,229.726685
17,36,271.975544
17,37,343.769044
17,38,435.664894
17,39,519.734749
17,40,177.967201
17,41,202.309829
17,42,249.393672
17,43,279.488121
17,44,365.981875
17,45,416.545659
17,46,456.083384
17,47,542.507130
17,48,289.620780
17,49,292.083671
18,19,105.892252
18,20,153.080382
18,21,224.930844
18,22,326.804821
18,23,399.606143
18,24,152.676066
18,25,71.073835
18,26,65.603566
18,27,133.099428
18,28,214.633986
18,29,277.833934
18,30,306.816160
18,31,425.300175
18,32,160.459362
18,33,113.768414
18,34,150.969899
18,35,174.056264
18,36,207.946031
18,37,276.547038
18,38,367.049337
18,39,447.434256
18,40,205.953237
18,41,214.078728
18,42,229.251383
18,43,231.827623
18,44,312.898433
18,45,356.423516
18,46,392.939770
18,47,477.318639
18,48,314.590546
18,49,294.970452
19,20,52.413812
19,21,120.761903
19,22,221.047621
19,23,295.089865
19,24,257.574742
19,25,172.477528
19,26,93.261426
19,27,81.252021
19,28,128.188709
19,29,182.179298
19,30,207.153146
19,31,324.815027
19,32,253.711798
19,33,179.678579
19,34,183.079165
19,35,141.649188
19,36,147.419617
19,37,200.391746
19,38,283.545249
19,39,354.325179
19,40,278.829526
19,41,270.893364
19,42,245.906178
19,43,203.404940
19,44,264.500914
19,45,291.283976
19,46,320.153134
19,47,398.243839
19,48,375.486915
19,49,332.901123
20,21,72.391580
20,22,176.436891
20,23,246.733692
20,24,300.877454
20,25,214.333011
20,26,122.124615
20,27,70.367699
20,28,79.075112
20,29,129.767192
20,30,155.291167
20,31,273.402188
20,32,288.071707
20,33,205.149331
20,34,193.092146
20,35,124.462613
20,36,111.920391
20,37,153.200222
20,38,232.698720
20,39,301.918486
20,40,301.291295
20,41,285.648132
20,42,242.485289
20,43,180.338075
20,44,227.700712
20,45,246.463628
20,46,272.146985
20,47,347.912601
20,48,388.567297
20,49,335.531142
21,22,104.771423
21,23,174.686730
21,24,373.242412
21,25,286.654456
21,26,192.765620
21,27,128.418684
21,28,71.264464
21,29,76.419164
21,30,90.724048
21,31,205.467739
21,32,358.397753
21,33,272.616769
21,34,251.862564
21,35,165.417782
21,36,129.239212
21,37,132.004032
21,38,188.783592
21,39,242.475398
21,40,365.575406
21,41,344.999489
21,42,287.538911
21,43,206.530818
21,44,226.094098
21,45,224.238264
21,46,238.636070
21,47,303.209493
21,48,444.911276
21,49,383.479492
22,23,80.786693
22,24,476.969096
22,25,390.606617
22,26,297.533907
22,27,231.228073
22,28,156.062769
22,29,105.489031
22,30,78.132423
22,31,132.300335
22,32,463.132832
22,33,376.697505
22,34,352.128739
22,35,259.095766
22,36,212.992516
22,37,179.778615
22,38,184.590210
22,39,192.604435
22,40,467.892582
22,41,444.519751
22,42,378.121903
22,43,286.890487
22,44,277.689431
22,45,249.655729
22,46,244.192184
22,47,280.580675
22,48,541.481961
22,49,474.160808
23,24,546.756659
23,25,460.052636
23,26,363.586886
23,27,291.528465
23,28,206.616287
23,29,141.108455
23,30,105.277926
23,31,63.334737
23,32,526.699244
23,33,437.254839
23,34,404.972875
23,35,306.940353
23,36,255.481957
23,37,201.681726
23,38,166.352954
23,39,134.453274
23,40,522.785620
23,41,494.527762
23,42,417.942628
23,43,320.704566
23,44,288.767427
23,45,243.576690
23,46,223.450224
23,47,234.414544
23,48,585.691769
23,49,511.783628
24,25,86.704042
24,26,184.915843
24,27,261.351395
24,28,349.626949
24,29,416.711231
24,30,448.817576
24,31,566.312077
24,32,70.901309
24,33,137.545643
24,34,196.510358
24,35,276.342114
24,36,324.720830
24,37,398.102516
24,38,490.246924
24,39,578.870735
24,40,149.036381
24,41,187.448435
24,42,261.072199
24,43,315.442209
24,44,403.862170
24,45,460.956551
24,46,503.387100
24,47,591.301682
24,48,251.893871
24,49,277.103114
25,26,99.218020
25,27,176.231467
25,28,264.065457
25,29,330.719444
25,30,362.434800
25,31,480.200787
25,32,91.246703
25,33,79.632285
25,34,136.378820
25,35,198.231981
25,36,243.257840
25,37,316.073884
25,38,408.305278
25,39,494.890881
25,40,148.748805
25,41,168.642096
25,42,212.464193
25,43,245.211819
25,44,332.494217
25,45,385.076813
25,46,425.702171
25,47,512.828415
25,48,260.521338
25,49,257.349837
26,27,77.084500
26,28,164.883891
26,29,231.796709
26,30,264.083531
26,31,381.398090
26,32,165.958079
26,33,86.460351
26,34,98.444676
26,35,109.062584
26,36,147.260489
26,37,218.767388
26,38,310.704417
26,39,395.923879
26,40,185.568855
26,41,179.650471
26,42,172.366505
26,43,166.230622
26,44,247.882794
26,45,293.780492
26,46,332.020640
26,47,417.891582
26,48,284.171062
26,49,249.232670
27,28,88.403467
27,29,155.994163
27,30,189.428073
27,31,305.544641
27,32,235.236385
27,33,146.105242
27,34,124.468761
27,35,60.466349
27,36,75.923298
27,37,143.584999
27,38,234.773072
27,39,318.863227
27,40,237.179494
27,41,217.629930
27,42,172.682553
27,43,122.225037
27,44,188.725291
27,45,225.061457
27,46,260.125387
27,47,344.222745
27,48,319.419775
27,49,265.182740
28,29,67.863213
28,30,102.347933
28,31,217.192855
28,32,322.299464
28,33,231.618312
28,34,198.860577
28,35,103.164512
28,36,59.149406
28,37,74.428002
28,38,155.710584
28,39,232.862591
28,40,316.375526
28,41,289.922979
28,42,222.580082
28,43,136.251432
28,44,158.469567
28,45,168.509635
28,46,193.076000
28,47,270.070660
28,48,385.520892
28,49,318.785455
29,30,35.839504
29,31,149.634125
29,32,390.138240
29,33,299.299619
29,34,264.190858
29,35,165.840991
29,36,114.642513
29,37,74.909042
29,38,112.470005
29,39,172.159128
29,40,382.138099
29,41,353.420113
29,42,278.751914
29,43,183.915341
29,44,173.819882
29,45,156.113325
29,46,164.367420
29,47,226.828511
29,48,445.479788
29,49,373.829710
30,31,118.485458
30,32,424.349029
30,33,333.925414
30,34,299.861151
30,35,201.662677
30,36,150.409468
30,37,104.000078
30,38,113.343450
30,39,152.029058
30,40,417.765144
30,41,389.255794
30,42,314.059996
30,43,218.320601
30,44,200.302852
30,45,172.278948
30,46,171.145037
30,47,221.069255
30,48,481.118553
30,49,408.813823
31,32,538.733911
31,33,447.343426
31,34,407.956735
31,35,308.566819
31,36,255.298690
31,37,189.680811
31,38,127.731841
31,39,72.216350
31,40,525.554118
31,41,492.970361
31,42,408.797834
31,43,309.732094
31,44,261.651773
31,45,206.668717
31,46,177.744402
31,47,174.330081
31,48,577.461542
31,49,498.864418
32,33,91.861934
32,34,143.168589
32,35,235.359118
32,36,287.365626
32,37,360.100584
32,38,450.702121
32,39,543.121807
32,40,78.315032
32,41,117.142396
32,42,197.345575
32,43,264.085120
32,44,351.600826
32,45,412.636190
32,46,456.843887
32,47,545.041851
32,48,184.776363
32,49,206.261495
33,34,59.814684
33,35,143.826170
33,36,195.533884
33,37,268.409302
33,38,359.368545
33,39,451.352909
33,40,99.301137
33,41,100.383845
33,42,133.053800
33,43,177.992212
33,44,266.403788
33,45,324.624007
33,46,367.920367
33,47,456.094474
33,48,202.476772
33,49,183.029683
34,35,99.398610
34,36,152.662093
34,37,222.400982
34,38,310.655191
34,39,404.948901
34,40,117.992963
34,41,93.213119
34,42,78.894658
34,43,120.983337
34,44,208.897014
34,45,269.483910
34,46,313.858311
34,47,402.016001
34,48,195.492443
34,49,151.165923
35,36,53.305918
35,37,124.803460
35,38,215.559255
35,39,307.893535
35,40,217.212470
35,41,187.638180
35,42,122.209189
35,43,62.578967
35,44,138.867313
35,45,186.934220
35,46,227.667776
35,47,315.221293
35,48,282.391368
35,49,218.061901
36,37,73.436201
36,38,165.528646
36,39,255.876746
36,40,270.330608
36,41,239.436810
36,42,165.286729
36,43,77.319058
36,44,117.259702
36,45,149.141159
36,46,185.114231
36,47,270.631796
36,48,330.943788
36,49,261.192257
37,38,92.253924
37,39,183.093024
37,40,338.467619
37,41,304.004403
37,42,219.400772
37,43,120.559137
37,44,99.102726
37,45,94.491450
37,46,119.791421
37,47,201.003080
37,48,388.100231
37,49,311.202310
38,39,96.305857
38,40,424.121203
38,41,386.630257
38,42,295.555687
38,43,198.200633
38,44,136.197164
38,45,79.098483
38,46,59.827550
38,47,115.573137
38,48,462.199435
38,49,380.158339
39,40,519.602717
39,41,482.700260
39,42,391.843897
39,43,294.411474
39,44,229.403175
39,45,165.569034
39,46,126.499830
39,47,102.992366
39,48,558.159576
39,49,475.494688
40,41,46.222499
40,42,141.488311
40,43,227.450062
40,44,309.502761
40,45,374.735996
40,46,420.468818
40,47,507.500086
40,48,111.879345
40,49,129.281317
41,42,97.172692
41,43,188.547468
41,44,267.303967
41,45,333.431882
41,46,379.394984
41,47,465.664814
41,48,104.628416
41,49,90.943417
42,43,99.085414
42,44,170.966682
42,45,237.717083
42,46,283.767282
42,47,369.237856
42,48,168.703237
42,49,96.228909
43,44,88.420570
43,45,148.946843
43,46,193.980117
43,47,281.847458
43,48,267.730740
43,49,191.094292
44,45,67.271767
44,46,113.188233
44,47,198.370446
44,48,331.434677
44,49,247.108144
45,46,46.050975
45,47,132.985201
45,48,398.560960
45,49,313.860290
46,47,88.215826
46,48,444.089685
46,49,359.032166
47,48,525.433664
47,49,439.364168
48,49,86.548969
